ID,Variant ID,Handle,Inventory Available: 2 bergin,Variant Price,Variant Compare At Price,Variant Inventory Tracker
8078190248128,45576448835776,coach-hc8405u-cs544-0hc8405u,10,126.06,268.50,shopify
8078190346432,45576448999616,coco-and-breezy-lively,1,182.25,375.00,shopify
8078190379200,45576449032384,converse-cv305s-north-end,1,110.25,202.50,shopify
8078190411968,45576449065152,converse-cv530s-malden,1,83.98,133.50,shopify
8078190444736,45576449097920,converse-cv531sy-force,1,74.98,127.50,shopify
8078190543040,45576449228992,converse-cv541s,1,57.68,133.50,shopify
8078190608576,45576449687744,converse-cv544s-north-end,1,81.00,187.50,shopify
8078190641344,45576449720512,converse-cv545sy-all-star,1,89.98,148.50,shopify
8078190674112,45576449753280,converse-cv801s-elevate,1,101.25,187.50,shopify
8078190739648,45576449818816,costa-del-mar-6s2002-sullivan-06s2002,12,403.50,484.50,shopify
8078190739648,45576449851584,costa-del-mar-6s2002-sullivan-06s2002,7,403.50,484.50,shopify
8078190739648,45576449884352,costa-del-mar-6s2002-sullivan-06s2002,9,403.50,484.50,shopify
8078190739648,45576449917120,costa-del-mar-6s2002-sullivan-06s2002,40,248.55,484.50,shopify
8078190739648,45576449949888,costa-del-mar-6s2002-sullivan-06s2002,3,373.50,454.50,shopify
8078190739648,45576449982656,costa-del-mar-6s2002-sullivan-06s2002,4,248.55,484.50,shopify
8078190739648,45576450015424,costa-del-mar-6s2002-sullivan-06s2002,5,230.07,454.50,shopify
8078190739648,45576450048192,costa-del-mar-6s2002-sullivan-06s2002,0,298.99,249.00,shopify
8078190739648,45627693990080,costa-del-mar-6s2002-sullivan-06s2002,12,373.50,454.50,shopify
8078190739648,45627694022848,costa-del-mar-6s2002-sullivan-06s2002,9,248.55,484.50,shopify
8078190739648,45627777122496,costa-del-mar-6s2002-sullivan-06s2002,0,387.99,269.00,shopify
8078190772416,45576450080960,costa-del-mar-6s2003-tybee-06s2003,3,248.55,484.50,shopify
8078190772416,45576450113728,costa-del-mar-6s2003-tybee-06s2003,11,403.50,484.50,shopify
8078190772416,45576450146496,costa-del-mar-6s2003-tybee-06s2003,9,230.07,454.50,shopify
8078190772416,45627694055616,costa-del-mar-6s2003-tybee-06s2003,8,403.50,484.50,shopify
8078190772416,45627734917312,costa-del-mar-6s2003-tybee-06s2003,1,373.50,454.50,shopify
8078190772416,45627734950080,costa-del-mar-6s2003-tybee-06s2003,5,403.50,484.50,shopify
8078190837952,45576450212032,costa-del-mar-6s2004-bimini-06s2004,3,248.55,484.50,shopify
8078190837952,45576450244800,costa-del-mar-6s2004-bimini-06s2004,4,230.07,454.50,shopify
8078190870720,45576450310336,costa-del-mar-6s2005-aransas-6s2005-g,3,373.50,454.50,shopify
8078190870720,45576450343104,costa-del-mar-6s2005-aransas-6s2005-g,3,403.50,484.50,shopify
8078190870720,45576450375872,costa-del-mar-6s2005-aransas-6s2005-g,5,230.07,454.50,shopify
8078190870720,45644421923008,costa-del-mar-6s2005-aransas-6s2005-g,0,322.99,269.00,shopify
8078191001792,45576450867392,costa-del-mar-6s2007-del-mar-6s2007-g,2,393.00,471.00,shopify
8078191034560,45576450900160,costa-del-mar-6s2008-isla-06s2008,5,248.55,484.50,shopify
8078191034560,45576450932928,costa-del-mar-6s2008-isla-06s2008,5,248.55,484.50,shopify
8078191034560,45576450965696,costa-del-mar-6s2008-isla-06s2008,1,403.50,484.50,shopify
8078191067328,45576451031232,costa-del-mar-6s2009-may-06s2009,10,403.50,484.50,shopify
8078191067328,45627692810432,costa-del-mar-6s2009-may-06s2009,5,373.50,454.50,shopify
8078191067328,45627734819008,costa-del-mar-6s2009-may-06s2009,0,363.99,249.00,shopify
8078191067328,45785313280192,costa-del-mar-6s2009-may-06s2009,1,373.50,454.50,shopify
8078191132864,45576451096768,costa-del-mar-6s2012-catherine-06s2012,5,373.50,454.50,shopify
8078191132864,45576451129536,costa-del-mar-6s2012-catherine-06s2012,3,230.07,454.50,shopify
8078191132864,45576451162304,costa-del-mar-6s2012-catherine-06s2012,9,403.50,484.50,shopify
8078191198400,45576451227840,costa-del-mar-6s2013-kailano-06s2013,6,373.50,454.50,shopify
8078191198400,45576451260608,costa-del-mar-6s2013-kailano-06s2013,8,373.50,454.50,shopify
8078191198400,45576451293376,costa-del-mar-6s2013-kailano-06s2013,4,373.50,454.50,shopify
8078191198400,45576451326144,costa-del-mar-6s2013-kailano-06s2013,2,373.50,454.50,shopify
8078191198400,45768138719424,costa-del-mar-6s2013-kailano-06s2013,1,373.50,454.50,shopify
8078191263936,45576451522752,costa-del-mar-6s2014-ulu-06s2014,0,333.30,273.90,shopify
8078191263936,45576451555520,costa-del-mar-6s2014-ulu-06s2014,2,230.07,454.50,shopify
8078191263936,45768138162368,costa-del-mar-6s2014-ulu-06s2014,1,373.50,454.50,shopify
8078191296704,45576451588288,costa-del-mar-6s2015-keramas-06s2015,1,373.50,454.50,shopify
8078191296704,45627777155264,costa-del-mar-6s2015-keramas-06s2015,0,363.99,156.87,shopify
8078191362240,45576451686592,costa-del-mar-6s2016-nusa-06s2016,2,230.07,454.50,shopify
8078191362240,45576451719360,costa-del-mar-6s2016-nusa-06s2016,3,230.07,454.50,shopify
8078191427776,45576451817664,costa-del-mar-6s4002-peli-06s4002,13,224.53,456.00,shopify
8078191427776,45627693924544,costa-del-mar-6s4002-peli-06s4002,3,454.50,546.00,shopify
8078191427776,45644425101504,costa-del-mar-6s4002-peli-06s4002,1,454.50,546.00,shopify
8078191460544,45576451850432,costa-del-mar-6s4003-wader-06s4003,3,364.50,456.00,shopify
8078191460544,45627693957312,costa-del-mar-6s4003-wader-06s4003,4,454.50,546.00,shopify
8078191526080,45576451915968,costa-del-mar-6s4006-loreto-06s4006,13,291.06,567.00,shopify
8078191526080,45576451948736,costa-del-mar-6s4006-loreto-06s4006,1,472.50,567.00,shopify
8078191526080,45576451981504,costa-del-mar-6s4006-loreto-06s4006,8,291.06,567.00,shopify
8078191526080,45576452014272,costa-del-mar-6s4006-loreto-06s4006,3,352.50,432.00,shopify
8078191526080,45576452047040,costa-del-mar-6s4006-loreto-06s4006,38,235.62,477.00,shopify
8078191526080,45576452079808,costa-del-mar-6s4006-loreto-06s4006,6,382.50,477.00,shopify
8078191526080,45576452112576,costa-del-mar-6s4006-loreto-06s4006,4,217.14,432.00,shopify
8078191526080,45576452145344,costa-del-mar-6s4006-loreto-06s4006,1,382.50,477.00,shopify
8078191526080,45576452178112,costa-del-mar-6s4006-loreto-06s4006,1,442.50,537.00,shopify
8078191526080,45627685798080,costa-del-mar-6s4006-loreto-06s4006,13,284.44,567.00,shopify
8078191526080,45627685830848,costa-del-mar-6s4006-loreto-06s4006,0,306.99,255.00,shopify
8078191526080,45768138227904,costa-del-mar-6s4006-loreto-06s4006,0,409.50,491.40,shopify
8078191526080,45796342202560,costa-del-mar-6s4006-loreto-06s4006,2,442.50,537.00,shopify
8078191558848,45576452243648,costa-del-mar-6s4007-fernandina-6s4007-g,2,382.50,477.00,shopify
8078191558848,45576452276416,costa-del-mar-6s4007-fernandina-6s4007-g,0,354.99,358.00,shopify
8078191657152,45576452374720,costa-del-mar-6s4010-south-point-06s4010,5,291.06,567.00,shopify
8078191657152,45576452407488,costa-del-mar-6s4010-south-point-06s4010,3,235.62,477.00,shopify
8078191722688,45576452505792,costa-del-mar-6s6002-canaveral-6s6002-g,0,391.99,326.00,shopify
8078191722688,45576452538560,costa-del-mar-6s6002-canaveral-6s6002-g,1,459.00,558.00,shopify
8078191755456,45576452571328,costa-del-mar-6s6003-piper-6s6003-p,1,399.00,498.00,shopify
8078191755456,45576452604096,costa-del-mar-6s6003-piper-6s6003-p,12,245.79,498.00,shopify
8078191755456,45778075287744,costa-del-mar-6s6003-piper-6s6003-p,1,459.00,558.00,shopify
8078191788224,45576452636864,costa-del-mar-6s6006-helo-6s6006-p,2,245.79,498.00,shopify
8078191788224,45576452669632,costa-del-mar-6s6006-helo-6s6006-p,5,240.19,498.00,shopify
8078191919296,45576453292224,costa-del-mar-6s6008-skimmer-06s6008,7,227.31,453.00,shopify
8078191919296,45768109523136,costa-del-mar-6s6008-skimmer-06s6008,1,399.00,498.00,shopify
8078191952064,45576453324992,costa-del-mar-6s6009-turret-06s6009,4,245.79,498.00,shopify
8078191952064,45576453357760,costa-del-mar-6s6009-turret-06s6009,0,319.99,266.00,shopify
8078191952064,45576453390528,costa-del-mar-6s6009-turret-06s6009,0,319.99,266.00,shopify
8078191952064,45576453423296,costa-del-mar-6s6009-turret-06s6009,0,319.99,332.00,shopify
8078191952064,45796263035072,costa-del-mar-6s6009-turret-06s6009,1,240.19,498.00,shopify
8078192050368,45576453521600,costa-del-mar-6s9002-ferg-06s9002,0,248.16,473.20,shopify
8078192050368,45576453554368,costa-del-mar-6s9002-ferg-06s9002,0,363.99,364.00,shopify
8078192050368,45576453587136,costa-del-mar-6s9002-ferg-06s9002,1,201.38,411.00,shopify
8078192050368,45796267884736,costa-del-mar-6s9002-ferg-06s9002,1,219.44,456.00,shopify
8078192115904,45576453652672,costa-del-mar-6s9004-waterwoman-2-06s9004,2,408.00,496.50,shopify
8078192115904,45576453685440,costa-del-mar-6s9004-waterwoman-2-06s9004,6,269.81,526.50,shopify
8078192115904,45576453718208,costa-del-mar-6s9004-waterwoman-2-06s9004,1,438.00,526.50,shopify
8078192115904,45576453750976,costa-del-mar-6s9004-waterwoman-2-06s9004,2,269.81,526.50,shopify
8078192115904,45576453783744,costa-del-mar-6s9004-waterwoman-2-06s9004,6,214.37,436.50,shopify
8078192115904,45576453816512,costa-del-mar-6s9004-waterwoman-2-06s9004,0,151.99,261.00,shopify
8078192115904,45576453849280,costa-del-mar-6s9004-waterwoman-2-06s9004,9,195.88,391.50,shopify
8078192115904,45576453882048,costa-del-mar-6s9004-waterwoman-2-06s9004,6,224.99,426.00,shopify
8078192181440,45576453947584,costa-del-mar-6s9005-cheeca-06s9005,2,300.00,369.00,shopify
8078192214208,45576454013120,costa-del-mar-6s9006-fantail-06s9006,4,420.00,504.00,shopify
8078192214208,45576454045888,costa-del-mar-6s9006-fantail-06s9006,3,420.00,504.00,shopify
8078192214208,45576454078656,costa-del-mar-6s9006-fantail-06s9006,5,258.72,504.00,shopify
8078192214208,45576454111424,costa-del-mar-6s9006-fantail-06s9006,5,420.00,504.00,shopify
8078192214208,45576454144192,costa-del-mar-6s9006-fantail-06s9006,9,258.72,504.00,shopify
8078192214208,45576454176960,costa-del-mar-6s9006-fantail-06s9006,4,184.80,369.00,shopify
8078192214208,45576454209728,costa-del-mar-6s9006-fantail-06s9006,7,300.00,369.00,shopify
8078192214208,45576454242496,costa-del-mar-6s9006-fantail-06s9006,15,330.00,414.00,shopify
8078192214208,45576454275264,costa-del-mar-6s9006-fantail-06s9006,1,330.00,414.00,shopify
8078192214208,45576454308032,costa-del-mar-6s9006-fantail-06s9006,2,330.00,414.00,shopify
8078192214208,45627674460352,costa-del-mar-6s9006-fantail-06s9006,0,327.99,327.00,shopify
8078192214208,45630975869120,costa-del-mar-6s9006-fantail-06s9006,1,330.00,414.00,shopify
8078192214208,45768107163840,costa-del-mar-6s9006-fantail-06s9006,1,330.00,414.00,shopify
8078192279744,45576454373568,costa-del-mar-6s9007-reefton-06s9007,3,420.00,504.00,shopify
8078192279744,45576454406336,costa-del-mar-6s9007-reefton-06s9007,2,420.00,504.00,shopify
8078192279744,45576454439104,costa-del-mar-6s9007-reefton-06s9007,12,258.72,504.00,shopify
8078192279744,45576454471872,costa-del-mar-6s9007-reefton-06s9007,6,330.00,414.00,shopify
8078192279744,45576454504640,costa-del-mar-6s9007-reefton-06s9007,0,286.00,358.80,shopify
8078192279744,45576454537408,costa-del-mar-6s9007-reefton-06s9007,3,203.28,414.00,shopify
8078192279744,45576454570176,costa-del-mar-6s9007-reefton-06s9007,1,409.50,490.50,shopify
8078192279744,45576454602944,costa-del-mar-6s9007-reefton-06s9007,2,300.00,369.00,shopify
8078192279744,45576454635712,costa-del-mar-6s9007-reefton-06s9007,0,141.99,246.00,shopify
8078192279744,45576454668480,costa-del-mar-6s9007-reefton-06s9007,1,300.00,369.00,shopify
8078192279744,45576454701248,costa-del-mar-6s9007-reefton-06s9007,9,330.00,414.00,shopify
8078192279744,45576454734016,costa-del-mar-6s9007-reefton-06s9007,1,330.00,414.00,shopify
8078192279744,45576454766784,costa-del-mar-6s9007-reefton-06s9007,0,286.00,358.80,shopify
8078192279744,45576454799552,costa-del-mar-6s9007-reefton-06s9007,5,420.00,504.00,shopify
8078192279744,45627685863616,costa-del-mar-6s9007-reefton-06s9007,2,420.00,504.00,shopify
8078192279744,45627685896384,costa-del-mar-6s9007-reefton-06s9007,10,330.00,414.00,shopify
8078192312512,45576454832320,costa-del-mar-6s9008-spearo-6s9008-p,1,438.00,526.50,shopify
8078192312512,45576454865088,costa-del-mar-6s9008-spearo-6s9008-p,2,426.00,510.00,shopify
8078192312512,45576454897856,costa-del-mar-6s9008-spearo-6s9008-p,8,269.81,526.50,shopify
8078192312512,45576454930624,costa-del-mar-6s9008-spearo-6s9008-p,0,313.20,254.40,shopify
8078192312512,45576454963392,costa-del-mar-6s9008-spearo-6s9008-p,3,348.00,436.50,shopify
8078192312512,45768109621440,costa-del-mar-6s9008-spearo-6s9008-p,0,379.60,456.30,shopify
8078192410816,45576455094464,costa-del-mar-6s9009-tuna-alley-06s9009,3,420.00,504.00,shopify
8078192410816,45576455127232,costa-del-mar-6s9009-tuna-alley-06s9009,0,336.99,336.00,shopify
8078192410816,45576455160000,costa-del-mar-6s9009-tuna-alley-06s9009,15,420.00,504.00,shopify
8078192410816,45576455192768,costa-del-mar-6s9009-tuna-alley-06s9009,12,252.25,490.50,shopify
8078192410816,45576455225536,costa-del-mar-6s9009-tuna-alley-06s9009,3,258.72,504.00,shopify
8078192410816,45576455258304,costa-del-mar-6s9009-tuna-alley-06s9009,3,420.00,504.00,shopify
8078192410816,45576455291072,costa-del-mar-6s9009-tuna-alley-06s9009,0,260.00,319.80,shopify
8078192410816,45576455323840,costa-del-mar-6s9009-tuna-alley-06s9009,5,330.00,414.00,shopify
8078192410816,45627692351680,costa-del-mar-6s9009-tuna-alley-06s9009,0,163.80,319.80,shopify
8078192509120,45576455487680,costa-del-mar-6s9010-rincondo-06s9010,4,252.25,490.50,shopify
8078192509120,45576455520448,costa-del-mar-6s9010-rincondo-06s9010,1,330.00,414.00,shopify
8078192509120,45576455553216,costa-del-mar-6s9010-rincondo-06s9010,6,180.60,369.00,shopify
8078192541888,45576455585984,costa-del-mar-6s9011-maya-06s9011,2,252.84,504.00,shopify
8078192541888,45576455618752,costa-del-mar-6s9011-maya-06s9011,2,252.84,504.00,shopify
8078192541888,45576455651520,costa-del-mar-6s9011-maya-06s9011,1,300.00,369.00,shopify
8078192541888,45576455684288,costa-del-mar-6s9011-maya-06s9011,1,192.34,400.50,shopify
8078192640192,45576455880896,costa-del-mar-6s9012-ferg-xl-06s9012,5,279.98,546.00,shopify
8078192640192,45576455913664,costa-del-mar-6s9012-ferg-xl-06s9012,0,436.80,363.60,shopify
8078192640192,45576455946432,costa-del-mar-6s9012-ferg-xl-06s9012,4,279.98,546.00,shopify
8078192640192,45576455979200,costa-del-mar-6s9012-ferg-xl-06s9012,0,436.99,303.00,shopify
8078192640192,45576456011968,costa-del-mar-6s9012-ferg-xl-06s9012,1,273.62,546.00,shopify
8078192640192,45576456044736,costa-del-mar-6s9012-ferg-xl-06s9012,1,364.50,456.00,shopify
8078192640192,45576456077504,costa-del-mar-6s9012-ferg-xl-06s9012,5,224.53,456.00,shopify
8078192640192,45576456110272,costa-del-mar-6s9012-ferg-xl-06s9012,1,334.50,411.00,shopify
8078192640192,45768138260672,costa-del-mar-6s9012-ferg-xl-06s9012,1,273.62,546.00,shopify
8078192705728,45576456175808,costa-del-mar-6s9013-spearo-xl-06s9013,0,386.10,321.20,shopify
8078192705728,45576456208576,costa-del-mar-6s9013-spearo-xl-06s9013,3,269.81,526.50,shopify
8078192705728,45576456241344,costa-del-mar-6s9013-spearo-xl-06s9013,0,421.99,292.00,shopify
8078192705728,45576456274112,costa-del-mar-6s9013-spearo-xl-06s9013,7,348.00,436.50,shopify
8078192705728,45576456306880,costa-del-mar-6s9013-spearo-xl-06s9013,7,318.00,391.50,shopify
8078192705728,45576456339648,costa-del-mar-6s9013-spearo-xl-06s9013,5,348.00,436.50,shopify
8078192705728,45576456372416,costa-del-mar-6s9013-spearo-xl-06s9013,0,379.60,456.30,shopify
8078192705728,45576456405184,costa-del-mar-6s9013-spearo-xl-06s9013,4,251.33,496.50,shopify
8078192705728,45627698282688,costa-del-mar-6s9013-spearo-xl-06s9013,9,251.33,496.50,shopify
8078192705728,45627698315456,costa-del-mar-6s9013-spearo-xl-06s9013,2,438.00,526.50,shopify
8078192705728,45627729477824,costa-del-mar-6s9013-spearo-xl-06s9013,18,214.37,436.50,shopify
8078192738496,45576456437952,costa-del-mar-6s9014-blackfin-6s9014-p,3,420.00,504.00,shopify
8078192738496,45576456470720,costa-del-mar-6s9014-blackfin-6s9014-p,1,252.84,504.00,shopify
8078192738496,45576456503488,costa-del-mar-6s9014-blackfin-6s9014-p,3,330.00,414.00,shopify
8078192738496,45627685077184,costa-del-mar-6s9014-blackfin-6s9014-p,1,330.00,414.00,shopify
8078192771264,45576456536256,costa-del-mar-6s9016-rinconcito-06s9016,11,420.00,504.00,shopify
8078192771264,45576456569024,costa-del-mar-6s9016-rinconcito-06s9016,12,258.72,504.00,shopify
8078192771264,45576456601792,costa-del-mar-6s9016-rinconcito-06s9016,1,420.00,504.00,shopify
8078192771264,45576456634560,costa-del-mar-6s9016-rinconcito-06s9016,3,252.25,490.50,shopify
8078192771264,45576456667328,costa-del-mar-6s9016-rinconcito-06s9016,12,258.72,504.00,shopify
8078192771264,45576456700096,costa-del-mar-6s9016-rinconcito-06s9016,18,258.72,504.00,shopify
8078192771264,45576456732864,costa-del-mar-6s9016-rinconcito-06s9016,7,258.72,504.00,shopify
8078192771264,45576456765632,costa-del-mar-6s9016-rinconcito-06s9016,6,184.80,369.00,shopify
8078192771264,45576456798400,costa-del-mar-6s9016-rinconcito-06s9016,26,203.28,414.00,shopify
8078192771264,45576456831168,costa-del-mar-6s9016-rinconcito-06s9016,0,331.99,220.00,shopify
8078192771264,45576456863936,costa-del-mar-6s9016-rinconcito-06s9016,13,330.00,414.00,shopify
8078192771264,45576456896704,costa-del-mar-6s9016-rinconcito-06s9016,10,420.00,504.00,shopify
8078192771264,45627692384448,costa-del-mar-6s9016-rinconcito-06s9016,2,300.00,369.00,shopify
8078192771264,45627692417216,costa-del-mar-6s9016-rinconcito-06s9016,17,330.00,414.00,shopify
8078192869568,45576457126080,costa-del-mar-6s9017-brine-6s9017,7,403.50,484.50,shopify
8078192869568,45576457158848,costa-del-mar-6s9017-brine-6s9017,1,403.50,484.50,shopify
8078192869568,45576457191616,costa-del-mar-6s9017-brine-6s9017,1,403.50,484.50,shopify
8078192869568,45576457224384,costa-del-mar-6s9017-brine-6s9017,7,403.50,484.50,shopify
8078192869568,45576457257152,costa-del-mar-6s9017-brine-6s9017,10,313.50,394.50,shopify
8078192869568,45576457289920,costa-del-mar-6s9017-brine-6s9017,1,313.50,394.50,shopify
8078192869568,45576457322688,costa-del-mar-6s9017-brine-6s9017,11,313.50,394.50,shopify
8078192869568,45576457355456,costa-del-mar-6s9017-brine-6s9017,5,283.50,349.50,shopify
8078192869568,45627692155072,costa-del-mar-6s9017-brine-6s9017,11,174.63,349.50,shopify
8078192935104,45576457420992,costa-del-mar-6s9018-rincon-06s9018,25,420.00,504.00,shopify
8078192935104,45576457453760,costa-del-mar-6s9018-rincon-06s9018,13,420.00,504.00,shopify
8078192935104,45576457486528,costa-del-mar-6s9018-rincon-06s9018,10,258.72,504.00,shopify
8078192935104,45576457519296,costa-del-mar-6s9018-rincon-06s9018,8,420.00,504.00,shopify
8078192935104,45576457552064,costa-del-mar-6s9018-rincon-06s9018,0,196.99,163.80,shopify
8078192935104,45576457584832,costa-del-mar-6s9018-rincon-06s9018,5,420.00,504.00,shopify
8078192935104,45576457617600,costa-del-mar-6s9018-rincon-06s9018,2,300.00,369.00,shopify
8078192935104,45576457650368,costa-del-mar-6s9018-rincon-06s9018,6,300.00,369.00,shopify
8078192935104,45576457683136,costa-del-mar-6s9018-rincon-06s9018,19,330.00,414.00,shopify
8078192935104,45576457715904,costa-del-mar-6s9018-rincon-06s9018,1,330.00,414.00,shopify
8078192935104,45576457748672,costa-del-mar-6s9018-rincon-06s9018,11,203.28,414.00,shopify
8078192935104,45576457781440,costa-del-mar-6s9018-rincon-06s9018,1,300.00,369.00,shopify
8078192935104,45576457814208,costa-del-mar-6s9018-rincon-06s9018,11,258.72,504.00,shopify
8078192935104,45576457846976,costa-del-mar-6s9018-rincon-06s9018,10,420.00,504.00,shopify
8078192935104,45576457879744,costa-del-mar-6s9018-rincon-06s9018,4,390.00,474.00,shopify
8078192935104,45627702182080,costa-del-mar-6s9018-rincon-06s9018,33,330.00,414.00,shopify
8078192935104,45627705131200,costa-del-mar-6s9018-rincon-06s9018,10,258.72,504.00,shopify
8078192967872,45576457945280,costa-del-mar-6s9019-waterwoman-6s9019,1,438.00,526.50,shopify
8078192967872,45576457978048,costa-del-mar-6s9019-waterwoman-6s9019,9,251.33,496.50,shopify
8078192967872,45576458010816,costa-del-mar-6s9019-waterwoman-6s9019,3,191.43,391.50,shopify
8078192967872,45576458043584,costa-del-mar-6s9019-waterwoman-6s9019,5,209.49,436.50,shopify
8078192967872,45576458076352,costa-del-mar-6s9019-waterwoman-6s9019,14,206.97,420.00,shopify
8078192967872,45576458109120,costa-del-mar-6s9019-waterwoman-6s9019,0,278.99,291.00,shopify
8078193131712,45576458338496,costa-del-mar-6s9021-broadbill-6s9021-p,3,188.49,375.00,shopify
8078193131712,45576458371264,costa-del-mar-6s9021-broadbill-6s9021-p,3,195.88,391.50,shopify
8078193131712,45627692187840,costa-del-mar-6s9021-broadbill-6s9021-p,1,263.67,526.50,shopify
8078193131712,45627692220608,costa-del-mar-6s9021-broadbill-6s9021-p,0,421.99,183.96,shopify
8078193164480,45576458404032,costa-del-mar-6s9022-permit-06s9022,1,420.00,504.00,shopify
8078193164480,45576458436800,costa-del-mar-6s9022-permit-06s9022,5,258.72,504.00,shopify
8078193164480,45576458469568,costa-del-mar-6s9022-permit-06s9022,7,258.72,504.00,shopify
8078193164480,45576458502336,costa-del-mar-6s9022-permit-06s9022,9,258.72,504.00,shopify
8078193164480,45576458535104,costa-del-mar-6s9022-permit-06s9022,4,258.72,504.00,shopify
8078193164480,45576458567872,costa-del-mar-6s9022-permit-06s9022,0,141.99,246.00,shopify
8078193164480,45576458600640,costa-del-mar-6s9022-permit-06s9022,2,184.80,369.00,shopify
8078193164480,45576458633408,costa-del-mar-6s9022-permit-06s9022,2,330.00,414.00,shopify
8078193164480,45576458666176,costa-del-mar-6s9022-permit-06s9022,0,264.99,220.00,shopify
8078193230016,45576459256000,costa-del-mar-6s9023-jose-06s9023,0,421.20,350.40,shopify
8078193230016,45576459288768,costa-del-mar-6s9023-jose-06s9023,5,438.00,526.50,shopify
8078193230016,45576459321536,costa-del-mar-6s9023-jose-06s9023,1,438.00,526.50,shopify
8078193230016,45576459354304,costa-del-mar-6s9023-jose-06s9023,2,438.00,526.50,shopify
8078193230016,45576459387072,costa-del-mar-6s9023-jose-06s9023,0,350.99,351.00,shopify
8078193230016,45576459419840,costa-del-mar-6s9023-jose-06s9023,3,348.00,436.50,shopify
8078193230016,45627685765312,costa-del-mar-6s9023-jose-06s9023,0,350.99,351.00,shopify
8078193230016,45627691827392,costa-del-mar-6s9023-jose-06s9023,4,195.88,391.50,shopify
8078193230016,45627691860160,costa-del-mar-6s9023-jose-06s9023,6,214.37,436.50,shopify
8078193262784,45576459452608,costa-del-mar-6s9024-cat-cay-06s9024,0,369.99,257.00,shopify
8078193262784,45576459485376,costa-del-mar-6s9024-cat-cay-06s9024,0,181.99,308.00,shopify
8078193262784,45576459518144,costa-del-mar-6s9024-cat-cay-06s9024,2,163.55,327.00,shopify
8078193262784,45576459550912,costa-del-mar-6s9024-cat-cay-06s9024,1,295.50,372.00,shopify
8078193262784,45576459583680,costa-del-mar-6s9024-cat-cay-06s9024,0,236.99,248.00,shopify
8078193262784,45576459616448,costa-del-mar-6s9024-cat-cay-06s9024,0,297.99,197.00,shopify
8078193361088,45576459747520,costa-del-mar-6s9025-caballito-06s9025,5,295.50,372.00,shopify
8078193361088,45576459780288,costa-del-mar-6s9025-caballito-06s9025,2,265.50,327.00,shopify
8078193361088,45576459813056,costa-del-mar-6s9025-caballito-06s9025,4,265.50,327.00,shopify
8078193361088,45576459845824,costa-del-mar-6s9025-caballito-06s9025,3,295.50,372.00,shopify
8078193361088,45576459878592,costa-del-mar-6s9025-caballito-06s9025,1,385.50,462.00,shopify
8078193361088,45627685339328,costa-del-mar-6s9025-caballito-06s9025,3,385.50,462.00,shopify
8078193426624,45576459944128,costa-del-mar-6s9026-half-moon-06s9026,5,258.72,504.00,shopify
8078193426624,45576459976896,costa-del-mar-6s9026-half-moon-06s9026,3,330.00,414.00,shopify
8078193426624,45576460009664,costa-del-mar-6s9026-half-moon-06s9026,1,420.00,504.00,shopify
8078193492160,45576460107968,costa-del-mar-6s9027-vela-6s9027-g,4,256.45,510.00,shopify
8078193492160,45576460140736,costa-del-mar-6s9027-vela-6s9027-g,0,278.99,146.16,shopify
8078193557696,45576460206272,costa-del-mar-6s9028-caldera-06s9028,1,206.79,411.00,shopify
8078193590464,45576460271808,costa-del-mar-6s9029-pescador-06s9029,0,280.99,147.42,shopify
8078193590464,45576460304576,costa-del-mar-6s9029-pescador-06s9029,0,337.99,147.42,shopify
8078193590464,45576460337344,costa-del-mar-6s9029-pescador-06s9029,0,176.99,281.00,shopify
8078193590464,45576460370112,costa-del-mar-6s9029-pescador-06s9029,3,197.73,391.50,shopify
8078193590464,45576460402880,costa-del-mar-6s9029-pescador-06s9029,2,193.25,391.50,shopify
8078193623232,45576460435648,costa-del-mar-6s9030-baffin-06s9030,10,216.21,421.50,shopify
8078193623232,45576460468416,costa-del-mar-6s9030-baffin-06s9030,3,193.25,391.50,shopify
8078193656000,45576460501184,costa-del-mar-6s9034-diego-06s9034,3,454.50,546.00,shopify
8078193656000,45576460533952,costa-del-mar-6s9034-diego-06s9034,1,454.50,546.00,shopify
8078193656000,45576460566720,costa-del-mar-6s9034-diego-06s9034,6,279.98,546.00,shopify
8078193656000,45576460599488,costa-del-mar-6s9034-diego-06s9034,3,279.98,546.00,shopify
8078193721536,45576460632256,costa-del-mar-6s9031-victoria-06s9031,1,343.50,411.00,shopify
8078193721536,45576460665024,costa-del-mar-6s9031-victoria-06s9031,2,216.21,421.50,shopify
8078193721536,45576460697792,costa-del-mar-6s9031-victoria-06s9031,6,193.25,391.50,shopify
8078193852608,45576461156544,costa-del-mar-6s9036-tico-06s9036,4,262.41,510.00,shopify
8078193885376,45576461189312,costa-del-mar-6s9037-panga-06s9037,0,197.99,336.00,shopify
8078193885376,45576461222080,costa-del-mar-6s9037-panga-06s9037,8,203.28,414.00,shopify
8078193885376,45576461254848,costa-del-mar-6s9037-panga-06s9037,2,203.28,414.00,shopify
8078193885376,45576461287616,costa-del-mar-6s9037-panga-06s9037,7,240.24,474.00,shopify
8078193885376,45627692253376,costa-del-mar-6s9037-panga-06s9037,3,184.80,369.00,shopify
8078193885376,45627692286144,costa-del-mar-6s9037-panga-06s9037,4,330.00,414.00,shopify
8078193918144,45576461320384,costa-del-mar-6s9040-harpoon-06s9040,4,330.00,414.00,shopify
8078193918144,45627685699776,costa-del-mar-6s9040-harpoon-06s9040,12,330.00,414.00,shopify
